Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Tech Rating|Unit Quirks|Weapon Quirks|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Conquistador|'Blockade Runner'|686|Conquistador 'Blockade Runner'|false|XTR: Davion|data\mechfiles\dropships\XTRs\Davion\Conquistador Blockade Runner.blk|17400.0|3074||3074|3081|-|DropShip|None|31960|1643832000|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Heavy Ferro-Aluminum,|Sub-Capital Cannon (Light),ISGaussRifle,ISLightGaussRifle,ISERPPC,LRM 20,ISArtemisIV,ISLaserAntiMissileSystem,PPC Capacitor,ISLargePulseLaser|E/X-X-F-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Nekohono'o|(HQ)|4698|Nekohono'o (HQ)|false|XTR: Kurita|data\mechfiles\dropships\XTRs\Kurita\Nekohonoo HQ.blk|16000.0|3077||||-|DropShip|None|38889|8698188800|F|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|Tele-operated Missile (Kraken T),MRM 40,ISApollo,ISLBXAC10,ISStreakSRM6,ISCruiseMissile120,ISCruiseMissile70,ISArrowIV,ISGaussRifle,Heavy PPC,ISStreakSRM4,ISERMediumLaser,Screen Launcher,ISLargePulseLaser,ISNC3,Communications Equipment,ISLargeNavalCommScannerSuite|F/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Lung Wang|'Predator'|1962|Lung Wang 'Predator'|false|XTR: Liao|data\mechfiles\dropships\XTRs\Liao\Lung Wang Predator.blk|2600.0|3076||3076|3080|-|DropShip|None|8069|28313076400|3|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|Sub-Capital Laser /3,Extended LRM 20,ISLargePulseLaser,ISMediumPulseLaser,ISLBXAC10,ISERLargeLaser,Medium Laser,ISERPPC,LRM 20,ISArtemisIV,SRM 6,ISMobileHPG|E/X-X-F-F|||Rashpur-Owens Inc. (Refit)|Capella|Unknown|Unknown|Unknown|--|Unknown|Unknown|yes|yes|yes|yes|--
Merlin|Ngake|2182|Merlin Ngake|false|XTR: Marik|data\mechfiles\dropships\XTRs\Marik\Merlin Ngake.blk|2500.0|3078|||3078|-|DropShip|None|6295|367236800|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard Aerospace,|Sub-Capital Laser /1,ISLargeXPulseLaser,ISLaserAntiMissileSystem|E/X-X-F-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Vengeance|(Danai Centrella)|5578|Vengeance (Danai Centrella)|false|XTR: Periphery|data\mechfiles\dropships\XTRs\Periphery\Vengeance Pocket Warship Prototype.blk|11400.0|3080|3080|3082||-|DropShip|None|12704|2514092400|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Heavy Ferro-Aluminum,|Sub-Capital Missile Launcher (Piranha),LRM 20,Enhanced LRM 20,ISArtemisIV,ISAntiMissileSystem,ISMediumXPulseLaser,ISERMediumLaser,ISSmallNavalCommScannerSuite|E/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Vampire II||5611|Vampire II |false|XTR: Phantoms|data\mechfiles\dropships\XTRs\Phantoms\Vampire II.blk|600.0|3070||3070|3078|-|DropShip|None|3716|230464800|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|Heavy PPC,ISLargeXPulseLaser,ISLaserAntiMissileSystem,ISERLargeLaser,Communications Equipment|E/X-X-E-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Leopard|PA-Class Dropship|1867|Leopard PA-Class Dropship|false|XTR: Pirates|data\mechfiles\dropships\XTRs\Pirates\Leopard PA.blk|1900.0|3073||3073|3081|-|DropShip|None|5746|372229200|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|ISERPPC,PPC Capacitor,LRM 20,ISArtemisIV,ISSmallPulseLaser,Binary Laser (Blazer) Cannon,ISMediumPulseLaser|E/X-X-E-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Black Eagle||5593|Black Eagle |false|TRO: Primitives II|data\mechfiles\dropships\XTRs\Primitives II\Black Eagle Dropship.blk|4500.0|2453|2453|2470||2500+|DropShip|None|4129|232904000|3|400 ICE|Not Applicable|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|LRM 20,Large Laser,Medium Laser|D/D-X-X-X|Obsolete;Easy to Maintain||Mikoyan Aerospace Consortium|Terra|--|--|--|--|--|--|no|no|no|no|This unit should have 540 tons of cargo but it makes it illegal. The ship appears constucted without the correct mix of rules.
Czar Dropship|(Armored Carrier)|5626|Czar Dropship (Armored Carrier)|false|XTR: Primitives III|data\mechfiles\dropships\XTRs\Primitives III\Czar Dropship (Armored Carrier).blk|6400.0|2505|||2505|-|DropShip|None|2152|215485200|2|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard Aerospace,|Large Laser,Medium Laser|D/D-E-D-D|Atmospheric Flight Instability;Docking Arms;Obsolete;Improved Targeting (Short);Sensor Ghosts;Difficult to Maintain||Deimos Clipperships|Mars|Unknown|Unknown|Unknown|--|Unknown|Unknown|yes|yes|yes|yes|--
Czar Dropship|(Mech Carrier)|5626|Czar Dropship (Mech Carrier)|false|XTR: Primitives III|data\mechfiles\dropships\XTRs\Primitives III\Czar Dropship (Mech Carrier).blk|6400.0|2505|||2505|-|DropShip|Undetermined|2152|182753200|2|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard Aerospace,|Large Laser,Medium Laser|D/D-E-D-D|Atmospheric Flight Instability;Docking Arms;Obsolete;Improved Targeting (Short);Sensor Ghosts;Difficult to Maintain||Deimos Clipperships|Mars|Unknown|Unknown|Unknown|--|Unknown|Unknown|yes|yes|yes|yes|--
Czar Dropship||5626|Czar Dropship |false|XTR: Primitives III|data\mechfiles\dropships\XTRs\Primitives III\Czar Dropship.blk|6400.0|2462|2462|2470||2500+|DropShip|Undetermined|2152|306490800|F|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|Large Laser,Medium Laser|D/D-X-X-X|Atmospheric Flight Instability;Docking Arms;Obsolete;Improved Targeting (Short);Sensor Ghosts;Difficult to Maintain||Deimos Clipperships|Mars|Unknown|Unknown|Unknown|--|Unknown|Unknown|yes|yes|no|yes|--
DroST IIa Transport|(2445)|7197|DroST IIa Transport (2445)|false|XTR: Primitives IV|data\mechfiles\dropships\XTRs\Primitives IV\DroST IIa (2445).blk|5300.0|2445||2445||2500+|DropShip|None|1986|263952000|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|Autocannon/5,Large Laser,Medium Laser|D/D-X-X-X|Atmospheric Flight Instability;Docking Arms;Obsolete;Easy to Maintain||Boeing Interstellar, Various|Terra, All Houses|Various|Various|Various|--|Various|Various|no|yes|yes|yes|--
DroST IIa Transport|(2470)|7199|DroST IIa Transport (2470)|false|XTR: Primitives IV|data\mechfiles\dropships\XTRs\Primitives IV\DroST IIa (2470).blk|5300.0|2470|2470|2490|2505|-|DropShip|None|2429|269938800|2|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard Aerospace,|Autocannon/5,Large Laser,Medium Laser|D/D-E-D-D|Atmospheric Flight Instability;Obsolete;Easy to Maintain||Boeing Interstellar, Various|Terra, All Houses|Various|Various|Various|--|Various|Various|no|yes|yes|yes|--
DroST IIb Transport|(2445)|7198|DroST IIb Transport (2445)|false|XTR: Primitives IV|data\mechfiles\dropships\XTRs\Primitives IV\Drost IIb (2445).blk|5300.0|2445||||2500+|DropShip|None|7884|424310400|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|LRM 20,Autocannon/10 Primitive,Large Laser,Medium Laser|D/F-X-X-X|Atmospheric Flight Instability;Docking Arms;Obsolete;Easy to Maintain||Boeing Interstellar, Various|Terra, All Houses|Various|Various|Various|--|Various|Various|no|yes|yes|yes|--
DroST IIb Transport|(2470)|7200|DroST IIb Transport (2470)|false|XTR: Primitives IV|data\mechfiles\dropships\XTRs\Primitives IV\Drost IIb (2470).blk|5300.0|2470||||2500+|DropShip|None|7884|424310400|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|LRM 20,Autocannon/10 Primitive,Large Laser,Medium Laser|D/F-X-X-X|Atmospheric Flight Instability;Obsolete;Easy to Maintain||Boeing Interstellar, Various|Terra, All Houses|Various|Various|Various|--|Various|Various|no|yes|yes|yes|--
Saturn Patrol Ship||7416|Saturn Patrol Ship |false|XTR: Primitives V|data\mechfiles\dropships\XTRs\Primitives V\Saturn Patrol Ship.blk|1200.0|2243||||2500+|DropShip|Transport|1430|115068800|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Primitive Aerospace,|Autocannon/5 Primitive,Machine Gun|D/F-X-X-X|Atmospheric Flight Instability;Improved Communications||--|--|--|--|--|--|--|--|no|no|no|no|--
Claymore|Interceptor|3959|Claymore Interceptor|false|XTR: Steiner|data\mechfiles\dropships\XTRs\Steiner\Claymore Interceptor.blk|1400.0|3075|3075|3085||-|DropShip|None|6750|349538400|4|400 ICE|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard Aerospace,|Bombast Laser,CLERMediumLaser,ISSBGR,ISLaserAntiMissileSystem,CLERLargeLaser,Extended LRM 15,CLLargePulseLaser|F/X-X-F-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Firebird|FR-1|4170|Firebird FR-1|false|Era Digest: Age of War|data\mechfiles\fighters\Era Digests\Age of War\Firebird FR-1.blk|45.0|2390|2390|2439||2520+|Aerospace fighter|Attack Fighter|421|1743849|4|165 Fusion|IS Standard|None|Primitive Cockpit|Not Applicable|IS Primitive Fighter,|Autocannon/2,LRM 10|D/D-X-X-F|Atmospheric Flight Instability;Obsolete||--|--|--|--|--|--|--|--|no|no|no|no|--
Star Dagger|S-2B|8117|Star Dagger S-2B|false|Field Report 2765 DCMS|data\mechfiles\fighters\FR 2765\Kurita\Star Dagger S-2B.blk|30.0|2525|||2525|-|Aerospace fighter|Fast Dogfighter|537|1714995|2|240 Fusion|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard,|Medium Laser,Machine Gun|D/C-E-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Thrush|TR-5|5227|Thrush TR-5|false|Field Report 2765 CCAF|data\mechfiles\fighters\FR 2765\Liao\Thrush TR-5.blk|25.0|2560||2560|3055|2815-3040|Aerospace fighter|None|482|1702031|3|250 Fusion|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|Medium Laser|E/D-F(F*)-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Transit|TR-9|8119|Transit TR-9|false|Field Report 2765 CCAF|data\mechfiles\fighters\FR 2765\Liao\Transit TR-9.blk|50.0|2571||2571|3055|2815-3040|Aerospace fighter|Dogfighter|1148|2523958|2|200 Fusion|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|Autocannon/20,Medium Laser|E/D-F(F*)-D-D|||Mujika Aerospace Technologies|Capella|Dwyerson Mark XII|Endicott Type 28 Maser|Mujika AeroFiber|--|Rawlings 200|Mujika Aerospace Type 18|yes|yes|yes|no|--
Chippewa IIC|2|7670|Chippewa IIC 2|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Chippewa IIC 2.blk|90.0|2861||2861|3045|-|Aerospace fighter|Fire Support|2914|6437130|2|270 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLMediumPulseLaser,CLLRM15,CLSRM6,CLArtemisIV,CLLargePulseLaser,CLERSmallLaser,CLCASE|F/X-F-D-D|||Industriplex MC2|Circe|Rander TAS|Rander 200|Wyatt Coresteel Standard|--|PlasmaStar 270|Bowie 50|no|yes|yes|yes|--
Chippewa IIC||590|Chippewa IIC |true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Chippewa IIC.blk|90.0|2860||2860|3045|-|Aerospace fighter|Fire Support|3431|6756130|2|270 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLLRM15,CLArtemisIV,CLStreakSRM4,CLERMediumLaser,CLTargeting Computer,CLERLargeLaser,CLERSmallLaser,CLCASE|F/X-F-D-D|||Industriplex MC2|Circe|Rander TAS|Rander 200|Wyatt Coresteel Standard|--|PlasmaStar 270|Bowie 50|no|yes|yes|yes|--
Goth|A|7659|Goth A|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Goth A.blk|60.0|2873|||2873|-|Aerospace fighter|Attack Fighter|1898|4190550|2|180 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLLargePulseLaser,CLERMediumLaser,CLSRM6,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Goth|B|7660|Goth B|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Goth B.blk|60.0|2873|||2873|-|Aerospace fighter|Fire Support|1955|4304300|2|180 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLActiveProbe,CLLargePulseLaser,CLERLargeLaser|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Goth|C|7661|Goth C|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Goth C.blk|60.0|3146|||3146|-|Aerospace fighter|Fire Support|2062|3716050|2|180 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLRotaryAC5,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Goth|D|7662|Goth D|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Goth D.blk|60.0|3146|||3146|-|Aerospace fighter|Fire Support|2126|5194800|3|180 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLERPPC,PPC Capacitor,CLLRM15,CLArtemisV,Coolant Pod,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Goth|Prime|7658|Goth Prime|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Goth Prime.blk|60.0|2873||2873|3045|-|Aerospace fighter|Fire Support|1993|4585425|2|180 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLLargePulseLaser,CLERMediumLaser,CLLRM15,CLArtemisIV,CLSmallPulseLaser,CLCASE|F/X-F-D-D|Atmospheric Flight Instability;Obsolete;Combat Computer;Easy to Maintain||--|--|--|--|--|--|--|--|no|no|no|no|--
Ironsides|IRN-SD1b-EC|7689|Ironsides IRN-SD1b-EC|false|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Ironsides IRN-SD1b-EC.blk|65.0|2825||2825|3077|2860-3037|Aerospace fighter|Dogfighter|1996|8716270|4|260 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard,|ISERPPC,CLStreakSRM4,Medium Laser|F/X-X-E-E|||--|--|--|--|--|--|--|--|no|no|no|yes|--
Issedone|A|7651|Issedone A|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Issedone A.blk|30.0|2871|||2871|-|Aerospace fighter|Fire Support|1084|2076541|2|150 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERLargeLaser,CLERSmallLaser,CLLRM10,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Issedone|B|7652|Issedone B|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Issedone B.blk|30.0|2871|||2871|-|Aerospace fighter|Fire Support|1095|2143744|2|150 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERMediumLaser,CLLRM10,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Issedone|C|7653|Issedone C|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Issedone C.blk|30.0|3146||3146||-|Aerospace fighter|Fast Dogfighter|725|2424416|3|150 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERSmallLaser,CLLightTAG,ISModularArmor,CLMicroPulseLaser,ISChaffPod,CLECMSuite|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Issedone|D|7654|Issedone D|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Issedone D.blk|30.0|3146|||3146|-|Aerospace fighter|Fast Dogfighter|753|1958666|2|150 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLProtoMechAC8,CLERSmallLaser,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Issedone|Prime|7650|Issedone Prime|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Issedone Prime.blk|30.0|2871|||2871|-|Aerospace fighter|Fast Dogfighter|1033|1926681|2|150 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLLargePulseLaser,CLERMediumLaser|F/X-E-D-D|Obsolete;Rugged (2 Point);Easy to Maintain||--|--|--|--|--|--|--|--|no|no|no|no|--
Kublai|E|7667|Kublai E|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Kublai E.blk|80.0|3143||3143||-|Aerospace fighter|Fast Dogfighter|2181|18978983|3|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Reflective,|ISUltraAC10,ISERMediumLaser,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Kublai|F|7668|Kublai F|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Kublai F.blk|80.0|3143||3143||-|Aerospace fighter|Fast Dogfighter|2270|20011483|3|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Reflective,|Heavy PPC,PPC Capacitor,ISAngelECMSuite,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Kublai|G|7669|Kublai G|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Kublai G.blk|80.0|3143||3143||-|Aerospace fighter|Fast Dogfighter|2376|19594983|3|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Reflective,|CLImprovedHeavyLargeLaser,MRM 30,ISApollo,CLECMSuite,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Ogotai|A|4742|Ogotai A|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Ogotai A.blk|45.0|2874|||2874|-|Aerospace fighter|Fast Dogfighter|1551|7519127|2|270 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLMediumPulseLaser,CLSRM6,CLArtemisIV,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Ogotai|B|7657|Ogotai B|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Ogotai B.blk|45.0|2874|||2874|-|Aerospace fighter|Fast Dogfighter|1817|7268384|2|270 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERSmallLaser,CLLRM20,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Ogotai|Prime|7656|Ogotai Prime|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Ogotai Prime.blk|45.0|2874|||2874|-|Aerospace fighter|Fast Dogfighter|1665|7317002|2|270 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLLRM10,CLERLargeLaser,CLERMediumLaser,CLCASE|F/X-F-D-D|Atmospheric Flight Instability||--|--|--|--|--|--|--|--|no|no|no|no|--
Pella||7655|Pella |true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Pella.blk|40.0|2954|||2954|-|Aerospace fighter|Fast Dogfighter|1793|5902400|2|280 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|CLLBXAC5,CLActiveProbe,CLERLargeLaser,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Qasar|A|7663|Qasar A|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Qasar A.blk|80.0|2905|||2905|-|Aerospace fighter|Fast Dogfighter|2754|18621283|2|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERLargeLaser|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Qasar|B|7664|Qasar B|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Qasar B.blk|80.0|2905|||2905|-|Aerospace fighter|Fire Support|2905|18785783|2|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLERPPC,CLStreakSRM6,CLCASE|F/X-F-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Qasar|C|7665|Qasar C|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Qasar C.blk|80.0|3137|||3137|-|Aerospace fighter|Fire Support|3259|19127033|2|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLRotaryAC5,CLERPPC,PPC Capacitor,CLCASE|F/X-X-X-E|||--|--|--|--|--|--|--|--|no|no|no|no|--
Qasar|D|7666|Qasar D|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Qasar D.blk|80.0|3137|||3137|-|Aerospace fighter|Fast Dogfighter|2261|19594283|2|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLATM9,CLImprovedMediumHeavyLaser,CLCASE|F/X-X-X-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Qasar|Prime|4883|Qasar Prime|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Qasar Prime.blk|80.0|2905|||2905|-|Aerospace fighter|Fast Dogfighter|2882|18856483|2|400 XL (Clan)|Clan Standard|None|Standard Cockpit|Not Applicable|IS Standard,|CLUltraAC20,CLERMediumLaser,CLCASE|F/X-F-D-D|Atmospheric Flyer;Easy to Pilot;Obsolete;Weak Undercarriage||--|--|--|--|--|--|--|--|no|no|no|no|--
Rapier|RPR-100b-EC|7690|Rapier RPR-100b-EC|false|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Rapier RPR-100b-EC.blk|85.0|2820||2820|3077|2831-3080|Aerospace fighter|Attack Fighter|1822|13910446|4|340 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard,|Autocannon/20,ImprovedLargePulseLaser,Improved LRM 20,ISMediumPulseLaser|F/X-X-X-X|||Field Refit|Field Refit.|Bauer-Scope 130Z|COMHRT II.Q|PhilterMesh|--|VOX 340XL|Interstar 290M|yes|yes|yes|no|--
Sabre|SB-27b-EC|7687|Sabre SB-27b-EC|false|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Sabre SB-27b-EC.blk|25.0|2819||||2819+|Aerospace fighter|Interceptor|987|3235781|4|225 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|CLERMediumLaserPrototype|E/X-X-X-X|||Field Refit|Various|Ki-II TTS|BipStar 49-G|Nimakachi Type 3|--|Nissan 225 XL|Inazuma SI-32|yes|yes|yes|yes|--
Tomahawk|THK-63-EC|7688|Tomahawk THK-63-EC|true|TRO: Golden Century|data\mechfiles\fighters\Golden Century\Tomahawk THK-63-EC.blk|45.0|2818||2818|3077|2830-3080|Aerospace fighter|Fast Dogfighter|1038|2525583|4|270 Fusion|Clan Standard|None|Standard Cockpit|Not Applicable|Clan Ferro-Aluminum,|Small Laser,Improved Large Laser|F/X-X-X-X|||--|--|--|--|--|--|--|--|no|no|no|yes|--
Voidseeker|Mk 39-004 Interceptor|7144|Voidseeker Mk 39-004 Interceptor|false|Historical: Liberation of Terra II|data\mechfiles\fighters\Hist LofT\Voidseeker Mk 39-004 Interceptor.blk|60.0|2763||2763||2780-3077|Aerospace fighter|Dogfighter|1433|8747505|3|300 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|ISERLargeLaser,BeagleActiveProbe,ISLargePulseLaser,Medium Laser,ImprovedShieldedAeroSRCS|E/E-F(F*)-F-F|||Ulsop Robotics|Terra|--|--|--|--|--|--|yes|yes|yes|yes|Adding 4 points of armor 1 to each wing, 2 to the aft. Also reduced fuel by 1 ton.
Voidseeker|Mk 39-007 Striker|7145|Voidseeker Mk 39-007 Striker|false|Historical: Liberation of Terra II|data\mechfiles\fighters\Hist LofT\Voidseeker Mk 39-007 Striker.blk|75.0|2763||2763||2780-3077|Aerospace fighter|Fire Support|1813|11234231|3|300 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Ferro-Aluminum,|ISERLargeLaser,LRM 15,ISArtemisIV,ISMediumPulseLaser,ImprovedShieldedAeroSRCS|E/E-F(F*)-F-F|||Ulsop Robotics|Terra|--|--|--|--|--|--|yes|yes|yes|yes|Added 1 point to aft armor. Reduced fuel by .5 tons.
DragonFly|MM-1|4093|DragonFly MM-1|false|Historical: Reunification War|data\mechfiles\fighters\Hist Reunification War\MM-1 Dragonfly.blk|40.0|2574|||2574|-|Aerospace fighter|Attack Fighter|889|1706640|2|120 Fusion|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard,|Medium Laser,Large Laser|D/C-E-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Blackwasp|Mk. 30|390|Blackwasp Mk. 30|false|Interstellar Players 2|data\mechfiles\fighters\Interstellar Players 2\Blackwasp Mk 30.blk|50.0|2728||2728|3045|2950-3037|Aerospace fighter|Fast Dogfighter|1200|2742292|2|250 Fusion|IS Standard|None|Standard Cockpit|Not Applicable|IS Standard,|Medium Laser,ISERLargeLaser|E/E-F(F*)-D-D|||--|--|--|--|--|--|--|--|no|no|no|no|--
Aeshna Heavy Drone Fighter||15|Aeshna Heavy Drone Fighter |false|Jihad Hot Spots: Terra|data\mechfiles\fighters\JHS Terra\Aeshna Heavy Drone Fighter.blk|100.0|3072||3072||-|Aerospace fighter|Attack Fighter|2032|16868550|4|300 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Heavy Ferro-Aluminum,|ISERMediumLaser,ISUltraAC10,ISLargeVSPLaser,ImprovedSmartRoboticControlSystem|E/X-X-F-F|||--|--|--|--|--|--|--|--|no|no|no|no|Aerospace Smart Robotic Control System (Improved) gives the Aeshna a Piloting Skill of 5 and a Gunnery Skill of 4
Scarab Medium Drone Fighter||2812|Scarab Medium Drone Fighter |false|Jihad Hot Spots: Terra|data\mechfiles\fighters\JHS Terra\Scarab Medium Drone Fighter.blk|70.0|3072||3072||-|Aerospace fighter|Fast Dogfighter|1330|11704140|4|350 XL|IS Standard|None|Standard Cockpit|Not Applicable|IS Heavy Ferro-Aluminum,|ISMediumVSPLaser,ISGuardianECMSuite,ISLargePulseLaser,ImprovedSmartRoboticControlSystem|E/X-X-F-F|||--|--|--|--|--|--|--|--|no|no|no|no|Aerospace Smart Robotic Control System (Improved) gives the Scarab a Piloting Skill of 5 and a Gunnery Skill of 4
